,text,Anger,Fear,Happiness,Hatred,Sadness,Wonder
4990,محض اطلاع ویدیوی دوم از ارومیه ست ابله,0,0,0,0,0,0
4992,خطرناکه، شاید که تو فکرت بال و پر بگیره,0,0,0,0,0,0
4994,@username حالا چون احساس بی بغلی داری بیا 😅,0,0,0,0,0,0
4995,آقا کد ندید به این سپاهیا از فردا تهران-آدیس آبابا شاهد ترافیک هوایی ماهان ایر هست ,0,0,0,0,0,0
4998,تولد و مرگ را درمانی نیست؛ مهم این است که فاصله میان آن ‌دو را شاد زندگی کنیم... #جورج_سانتایانا تولدم مبارک #آبان,0,0,0,0,0,0
5000,ما زودتر یندرم چهل سالگی دچار شدیم,0,0,0,0,0,0
5002,@username @username بزرگوارید نظر که تا اونجا که من میدونم اولا قراره بوفه ها با همون مستاجرین قبلی تمدید بشه مگر خودشون بخوان برن و دوما کسی بخواد بگیره باید شرایطش رو داشته باشه اونقدرام ساده نیست😉,0,0,0,0,0,0
5003,"جالبترین نکته در نفله شدن قاضی منصوری این بوده: قاضی، تنها مهمان کل هتل بوده. عین فیلماست، طرف می‌ره تو‌ی هتل و تنها مهمون خودشه. شب هم از طبقه پنجم پرت میشه پایین.
#قاضی_منصوری_تنها_نیست",0,0,0,0,0,0
5004,چرا وقتی میتونید تایپ کنید وویس میدین🧐,0,0,0,0,0,0
5013,به فکر قاب توئیتری باش,0,0,0,0,0,0
5014," بچه‌ها میشه ریتوییت کنید فالوورام بالا بره؟ :) برای تولد چن اک جدید زدم
مرسیی عزیزانم
@username @username @username",0,0,0,0,0,0
5015,تعارف که نداریم همینجا ارداتمونو میگیم والا ,0,0,0,0,0,0
5020,سایه ات از سرمان کم نشود حضرت دوست,0,0,0,0,0,0
5021,نه اتفاقا میخوام بگم‌ که یه زمانی مثه شما فکر میکردم اما فهمیدم اشتباه کردم شایدم الان اشتباه کنم تا چند سال دیگه درست شه شایدم تا اخر عمر اشتباه کنم و درست نشه ولی الان نظرم همین بود که گفتم و از شما هم خواهش دارم محترمانه تر جواب بدید,0,0,0,0,0,0
5022,ولی در نهایت من دفاعی در مقابل مهاجران یا تحصیلکرده های به ظاهر روشنفکره سطحی ندارم...,0,0,0,0,0,0
5025,شک نکن ولی دوستداشته شدن و دوست داشت باهم لذتی دیگه داره,0,0,0,0,0,0
5030,حمله به تاسیسات #آرامکو ، بزرگ‌ترین اختلال عرضه تاریخ نفت را موجب شد #أرامكو_تحترق #ارامكو_السعودية #نآرامکو,0,0,0,0,0,0
5036, بعد از ۳۰ روز بازجویی و انفرادی با این میزان وثیقه آزاد شدن، یعنی پرونده مطلقا خالیه و هیچی نداریم و دنبال دلیل‌‌تراشی…,0,0,0,0,0,0
5043,تو ماه تر از ماه تر از ماه تر از ماهی، خانوم نِرو ی بابا ,0,0,0,0,0,0
5044,من در زبان مادری لهجه دارم، حتی در لهجه مادری هم لهجه دارم,0,0,0,0,0,0
5045,ولی اون دوستی‌های بهتر و با منه میدونم خودم ,0,0,0,0,0,0
5047," یک روش خوب و تست شده برای #مطالعه زیست گیاهی #کنکور
این موشن گرافی کوتاه را ببینید
#کنکور_سراسری
#تمدید_کنکور_نظام_قدیم www.link.com",0,0,0,0,0,0
5048,دوستان این ویروس از رو‌سطح‌ پوست سالم رد نمیشه ولی سعی کنید دست نکنید تو جایی تون.,0,0,0,0,0,0
5049,@username منم،بعضیاشه چند بار خواندم از صبح😂😂,0,0,0,0,0,0
5050,"منم منطق و عقلم رو گذاشتم كه به همچين كسايى همچين چيزى رو با صحبت بفهمونم و نصف اون وقتا، اينايى كه با ١٪ فهم و ٩٩٪ حشر اينجورى جواب دادن، يكم پايين تر رو كه نگاه كردم ديدم ""دست به مهره"" ان همونجا... اين مورد اينجورى نبود؟",0,0,0,0,0,0
5052,کرسی، شوفاژ یا بخاری جوابگوی این سرما نیست چه برسه به یه پتو، یه پیت حلبی و چند تا تیکه زغال #زلزله_زده #سیل_زده #حاشیه_نشینان,0,0,0,0,0,0
5053,:))))))))) کلیت روستا مدنظرم بود. هنوز زندگی سیاه‌شون جلو چشممه,0,0,0,0,0,0
5055,خب آن‌ها که نمی‌توانند این متن را بخوانند! آن‌ها حتی کلمه‌ی «ژانویه» را نمی‌توانند بخوانند... مخاطب این متن فقط ایرانی‌ها هستند. چون فارسی نوشته... حتی اعداد را هم فارسی نوشته...,0,0,0,0,0,0
5059,بحث و حرف من فنی هست این تیم الان بازیکنی نیاز داره بشه بهش تکیه کرد نه بازیکنی که میره تو زمین خون ملت همزمان باهاش بشه تو شیشه مصدوم شد؟پول قراردادش رو گرفت+پاداش چرب و چیلی آسیایی کسی چیزی بهش بدهکار نیست بازیکنی ک نمیتونه کمک کنه باید بره اگه نرفت مستحق همین حرفاس,0,0,0,0,0,0
5060,به نظر تجربه وینس گیلیگان تو #برکینگ_بد و رفرنس از فیلمای #تارانتینو و نتیجه ی عالی این سریال باعث شده تاد فلیپس تو فیلم #جوکر هم این کار رو انجام بده و با توجه به باکس آفیس و فروشش ، تجربه ی خوبی به حساب میاد ، ولی خب ما اینجا هنوز کلی صبر کنیم تا بیاد :( ,0,0,0,0,0,0
5070,"@username چه ورود باشکوهی🤣 جان جان 
#تعویق_تمام_کنکور_های_سراسری #سلامت_کنکوری #سازمان_سنجش_مردود_شد",0,0,0,0,0,0
5071,بهزرييييي انا اختي الي ف كيچي تو م بيض كده ي شيخه ,0,0,0,0,0,0
5072,"همین تکنولوژی رو ما از برکت امام ,انقلاب و پیاده روی اربعین داریم ",0,0,0,0,0,0
5075,من چرا تورو فالو نداشتم؟,0,0,0,0,0,0
5076,دعوتیم خونه یکی برای اولین بار، صابخونه گفته ۷ بیاین، منم دیدم نمی‌رسم، تکست دادم که ما دیر می‌رسیم. با خیال راحت وایسادم جلو آینه شیتان کردم. الان یادم افتاد کادوی یکی از مهمون‌ها به صابخونه رو قرار بوده من بگیرم و پیش منه و دوستمون باید دست به چیز بره مهمونی.,0,0,0,0,0,0
5077,www.link.com کامو.من صوتی‌اش رو گوش میکنم.,0,0,0,0,0,0
5080,دقیقا همین‌طوره که می‌فرمائید برای همین اصلا نخواستم وارد مساله مربوط به افراد درگیر شوم چون از صلاحیت من خارج‌ست و مساله بسیار حساس‌ست,0,0,0,0,0,0
5081,تو که باید درست کنی برام بفرستی. بی خیری دیگه,0,0,0,0,0,0
5082,افتخار آشنایی از نزدیک با جنابعالی رو ندارم ولی بعید میدونم به جایی یاگروهی وصل باشید اما بدونید بااین سبک صحبت کردن توچه صفی قرار میگیرید،اصلااونها وما نادان،احادیث هم مضحک،شما ادب داشته باش،استدلال ومنطق داشته،وگرنه دربهترین حالت دچارجهل مرکب عمیقی هستید خلاصه التماس دعا و تفکر,0,0,0,0,0,0
5083,"@username یعنی نگیم چرا چند روزی نبودی  

یاشاسین تراختوررررر",0,0,0,0,0,0
5084,پیداست همچو قبله‌نما از ته بلور از سینه‌ی لطیف دل همچو آهنش #صائب_تبریزی,0,0,0,0,0,0
5086,Know About Electric Vehicles More Than Elon? Do This Quiz www.link.com,0,0,0,0,0,0
5092,دل دل، به غیر دادی باختی!,0,0,0,0,0,0
5093,قیامگمسلحانه اصلا عاقلانه نیست,0,0,0,0,0,0
5094," رهبر معظم انقلاب:

 گناه بزرگی که برخی از دست‌اندرکاران فتنه‌ها در کشور انجام میدهند، امیدوار کردن دشمن است؛ دشمن را ا…",0,0,0,0,0,0
5098,الان چک کردم، تو سینما هم هست. ولی خب چه کاریه پول بلیط :)))) رو پرده‌ی‌ سینما بهتر بود حالا؟,0,0,0,0,0,0
5100,تو قلب ما جا داری دختر صحرا آی نیلوفر,0,0,0,0,0,0
5102,"@username با این قاطعیت که شما میگی
حتما شده دیگه 🥺",0,0,0,0,0,0
5106,اعمال و کردار مردم، باعث شد امام از میان مردم برود. بنابر این، باید مردم از راه غلطی که رفته‌اند برگردند و امام را بخواهند تا ظهور صورت گیرد. #الأربعين_مقدمة_الظهور #الحسین_یجمعنا,0,0,0,0,0,0
5110, واقعا؟ ممنون که گفتی,0,0,0,0,0,0
5112,اون روزی که بتونم چتا و عکساشو از گوشیم پاک کنم ینی حالم داره خوب میشه...! اینجوری فقط دارم خودمو گول میزنم ,0,0,0,0,0,0
5114,بگو از طرف من هرکی که هست :درشو بذاره ,0,0,0,0,0,0
5115,@username @username منو تو از اولم شانس نداشتیم,0,0,0,0,0,0
5125,من نگفتم استرس عامل ام‌اس هست، گفتم عامل تشدید هست. اگر شمایی که ام‌اس داری این حرف بهت برخورده امیدوارم یه روانشناس هم داشته باشی.,0,0,0,0,0,0
5126, ۱-سال پیش با یه اکانت جدید رفتم لا‌به‌لای تایملاین عرزشیا،یه خط توییت ساده نوشته بودم اگه اشتباه نکنم از قرآن، بعدش چند تا از…,0,0,0,0,0,0
5127,ميبينى چه همتى دارن؟! توييت تورو كپى كرده؟,0,0,0,0,0,0
5128,نمی توان منکر حجم بسیار بالای وندالیسم در اعتراضات اخیر شد. تخریب اماکن و اموال عمومی چه توسط معترضین باشد و چه بر اساس دکترین سیناترا توسط بخشی از نیروهای امنیتی انجام شده باشد نتیجه ای جز افزایش خشونت در برخورد با تجمعات فعلی و آتی ندارد.,0,0,0,0,0,0
5129,منو تو آمپاس نزار و برام دلیل محکمه پسند نیار بزار تو باور های کورکورانه خودم بپوسم -_-,0,0,0,0,0,0
5130,ببین هیچی دیگه عجیب نیست,0,0,0,0,0,0
5131,دروود بر شما،اما مهم آواتارتون بود که همه ببینن بازم تشکر ,0,0,0,0,0,0
5133,@username @username فقط رشته های فیزیک و کوانتوم در دنیا موجودند؟!,0,0,0,0,0,0
5134,دلم برای گربه های تهران تنگ شده:) اینجا فقط پرنده هست. کلی پرنده. متاسفانه من فقط با گربه ها اروم میشدم...,0,0,0,0,0,0
5135,پسین(بعد از ظهر) که شد قیش و قوما(فامیل) اومدن خونه اون( مون)، اِقَه تارُفُم مِکردَن(این قدر تعارفم می کردن) و منم خَشُم شده بود( کیف کرده بودم)، بچا(بچه ها) هم اومده بودن، رفتم تو حیاط با دُختَرا یَخودَه(یه کمی) بازی کردم. خونه مون دو حَد(طرف) داش.,0,0,0,0,0,0
